Epoch,Item,Layer,Comprehensive Position,Layer-specific Position
100,Sunfish,layer1,"[ 1.9156847  -1.5791293  -0.57714087  0.97561365 -1.1578777  -0.5772592
  1.4005029  -0.5625081  -0.9887576   0.1819027 ],[-0.35024047  1.5060338  -0.44382098  0.21380669  0.8536158   0.7963724
  1.1764022  -0.11293595  1.3349624   0.25424373],[ 0.40783077 -0.24832779  0.45660487  0.03269824 -0.11446194 -0.01675375
 -0.03584722 -0.22371385 -0.22092906  0.04834796],[-0.29224867 -0.40754312 -0.36251348 -0.5101203  -0.17464483  0.09687207
 -0.6760086  -0.1339577   0.6699235   0.8754597 ]","[ 1.9156843  -1.5791292  -0.57714087  0.9756138  -1.1578778  -0.57725924
  1.4005028  -0.5625082  -0.98875743  0.18190266],[-0.5396124   2.0748887  -0.56776625  0.32133594  1.3306768   1.1998848
  1.286701    0.19715804  1.8309988   0.3620399 ],[ 0.18544503 -0.7022608   0.74916095 -0.00369583  0.0355914   0.40935418
 -0.31776065 -0.28434423  0.1013486  -0.39249817],[-0.51715916 -0.6032658  -0.36036488 -0.38700283  0.14381799  0.01607087
 -0.1537383  -0.61757845  0.47279713  0.91225535]"
100,Sunfish,layer2,"[ 1.9156847  -1.5791293  -0.57714087  0.97561365 -1.1578777  -0.5772592
  1.4005029  -0.5625081  -0.9887576   0.1819027 ],[-0.35024047  1.5060338  -0.44382098  0.21380669  0.8536158   0.7963724
  1.1764022  -0.11293595  1.3349624   0.25424373],[ 0.40783077 -0.24832779  0.45660487  0.03269824 -0.11446194 -0.01675375
 -0.03584722 -0.22371385 -0.22092906  0.04834796],[-0.29224867 -0.40754312 -0.36251348 -0.5101203  -0.17464483  0.09687207
 -0.6760086  -0.1339577   0.6699235   0.8754597 ]","[ 1.9156843  -1.5791292  -0.57714087  0.9756138  -1.1578778  -0.57725924
  1.4005028  -0.5625082  -0.9887575   0.18190266],[-0.5396124   2.0748887  -0.56776625  0.32133594  1.3306768   1.1998848
  1.286701    0.19715804  1.8309988   0.36203986],[ 1.087512    0.03473856  1.202205   -0.06131833 -0.76678115 -0.03346956
 -0.06321953  0.15185523 -0.5423274   0.31378776],[-0.21727853 -0.34230217 -0.36322966 -0.55115956 -0.28079912  0.12380576
 -0.85009867  0.02724924  0.73563206  0.8631946 ]"
100,Sunfish,layer3,"[ 1.9156847  -1.5791293  -0.57714087  0.97561365 -1.1578777  -0.5772592
  1.4005029  -0.5625081  -0.9887576   0.1819027 ],[-0.35024047  1.5060338  -0.44382098  0.21380669  0.8536158   0.7963724
  1.1764022  -0.11293595  1.3349624   0.25424373],[ 0.40783077 -0.24832779  0.45660487  0.03269824 -0.11446194 -0.01675375
 -0.03584722 -0.22371385 -0.22092906  0.04834796],[-0.29224867 -0.40754312 -0.36251348 -0.5101203  -0.17464483  0.09687207
 -0.6760086  -0.1339577   0.6699235   0.8754597 ]","[ 1.9156845  -1.5791292  -0.57714087  0.9756137  -1.1578778  -0.57725924
  1.4005029  -0.56250817 -0.98875755  0.18190266],[-0.53961235  2.0748885  -0.56776625  0.32133594  1.3306769   1.1998848
  1.2867011   0.19715804  1.8309987   0.36203983],[ 0.5091518  -0.1558283  -0.13592127  0.02635025  0.12394917 -0.38900414
  0.38358045 -0.47864687  0.04546527 -0.11051775],[-0.21727851 -0.34230214 -0.3632297  -0.55115956 -0.28079912  0.12380576
 -0.85009867  0.02724924  0.735632    0.8631945 ]"
100,Sunfish,layer4,"[ 1.9156847  -1.5791293  -0.57714087  0.97561365 -1.1578777  -0.5772592
  1.4005029  -0.5625081  -0.9887576   0.1819027 ],[-0.35024047  1.5060338  -0.44382098  0.21380669  0.8536158   0.7963724
  1.1764022  -0.11293595  1.3349624   0.25424373],[ 0.40783077 -0.24832779  0.45660487  0.03269824 -0.11446194 -0.01675375
 -0.03584722 -0.22371385 -0.22092906  0.04834796],[-0.29224867 -0.40754312 -0.36251348 -0.5101203  -0.17464483  0.09687207
 -0.6760086  -0.1339577   0.6699235   0.8754597 ]","[ 1.9156857  -1.5791298  -0.57714087  0.97561336 -1.1578777  -0.5772591
  1.400503   -0.562508   -0.9887579   0.18190281],[ 0.21787523 -0.20053037 -0.07198515 -0.10878112 -0.5775673  -0.41416463
  0.84550554 -1.0432179  -0.15314695 -0.06914464],[-0.15078577 -0.16996059  0.01097477  0.16945685  0.14939278 -0.05389547
 -0.14598912 -0.28371954 -0.48820272  0.38262   ],[-0.2172785  -0.34230226 -0.36322972 -0.55115926 -0.2807991   0.12380588
 -0.8500985   0.02724923  0.7356326   0.86319435]"
100,Salmon,layer1,"[ 0.26232836 -0.14887552 -0.87066555  0.581362   -0.31153616 -0.15190035
  0.52556473  0.24410473 -0.5675766  -1.6652694 ],[-0.35024047  1.5060338  -0.44382098  0.21380669  0.8536158   0.7963724
  1.1764022  -0.11293595  1.3349624   0.25424373],[ 0.40783077 -0.24832779  0.45660487  0.03269824 -0.11446194 -0.01675375
 -0.03584722 -0.22371385 -0.22092906  0.04834796],[-0.29224867 -0.40754312 -0.36251348 -0.5101203  -0.17464483  0.09687207
 -0.6760086  -0.1339577   0.6699235   0.8754597 ]","[ 0.2623284  -0.14887552 -0.8706654   0.581362   -0.31153616 -0.15190037
  0.5255648   0.24410479 -0.56757647 -1.6652695 ],[-0.5396124   2.0748887  -0.56776625  0.32133594  1.3306768   1.1998848
  1.286701    0.19715804  1.8309988   0.3620399 ],[ 0.18544503 -0.7022608   0.74916095 -0.00369583  0.0355914   0.40935418
 -0.31776065 -0.28434423  0.1013486  -0.39249817],[-0.51715916 -0.6032658  -0.36036488 -0.38700283  0.14381799  0.01607087
 -0.1537383  -0.61757845  0.47279713  0.91225535]"
100,Salmon,layer2,"[ 0.26232836 -0.14887552 -0.87066555  0.581362   -0.31153616 -0.15190035
  0.52556473  0.24410473 -0.5675766  -1.6652694 ],[-0.35024047  1.5060338  -0.44382098  0.21380669  0.8536158   0.7963724
  1.1764022  -0.11293595  1.3349624   0.25424373],[ 0.40783077 -0.24832779  0.45660487  0.03269824 -0.11446194 -0.01675375
 -0.03584722 -0.22371385 -0.22092906  0.04834796],[-0.29224867 -0.40754312 -0.36251348 -0.5101203  -0.17464483  0.09687207
 -0.6760086  -0.1339577   0.6699235   0.8754597 ]","[ 0.2623284  -0.14887552 -0.87066543  0.581362   -0.31153616 -0.15190037
  0.5255648   0.24410477 -0.56757647 -1.6652696 ],[-0.5396124   2.0748887  -0.56776625  0.32133594  1.3306768   1.1998848
  1.286701    0.19715804  1.8309988   0.36203986],[ 1.087512    0.03473856  1.202205   -0.06131833 -0.76678115 -0.03346956
 -0.06321953  0.15185523 -0.5423274   0.31378776],[-0.21727853 -0.34230217 -0.36322966 -0.55115956 -0.28079912  0.12380576
 -0.85009867  0.02724924  0.73563206  0.8631946 ]"
100,Salmon,layer3,"[ 0.26232836 -0.14887552 -0.87066555  0.581362   -0.31153616 -0.15190035
  0.52556473  0.24410473 -0.5675766  -1.6652694 ],[-0.35024047  1.5060338  -0.44382098  0.21380669  0.8536158   0.7963724
  1.1764022  -0.11293595  1.3349624   0.25424373],[ 0.40783077 -0.24832779  0.45660487  0.03269824 -0.11446194 -0.01675375
 -0.03584722 -0.22371385 -0.22092906  0.04834796],[-0.29224867 -0.40754312 -0.36251348 -0.5101203  -0.17464483  0.09687207
 -0.6760086  -0.1339577   0.6699235   0.8754597 ]","[ 0.2623284  -0.14887552 -0.8706655   0.581362   -0.31153616 -0.15190037
  0.52556473  0.24410476 -0.56757647 -1.6652697 ],[-0.53961235  2.0748885  -0.56776625  0.32133594  1.3306769   1.1998848
  1.2867011   0.19715804  1.8309987   0.36203983],[ 0.5091518  -0.1558283  -0.13592127  0.02635025  0.12394917 -0.38900414
  0.38358045 -0.47864687  0.04546527 -0.11051775],[-0.21727851 -0.34230214 -0.3632297  -0.55115956 -0.28079912  0.12380576
 -0.85009867  0.02724924  0.735632    0.8631945 ]"
100,Salmon,layer4,"[ 0.26232836 -0.14887552 -0.87066555  0.581362   -0.31153616 -0.15190035
  0.52556473  0.24410473 -0.5675766  -1.6652694 ],[-0.35024047  1.5060338  -0.44382098  0.21380669  0.8536158   0.7963724
  1.1764022  -0.11293595  1.3349624   0.25424373],[ 0.40783077 -0.24832779  0.45660487  0.03269824 -0.11446194 -0.01675375
 -0.03584722 -0.22371385 -0.22092906  0.04834796],[-0.29224867 -0.40754312 -0.36251348 -0.5101203  -0.17464483  0.09687207
 -0.6760086  -0.1339577   0.6699235   0.8754597 ]","[ 0.26232827 -0.14887555 -0.87066567  0.58136207 -0.31153616 -0.15190032
  0.5255647   0.24410461 -0.56757694 -1.6652685 ],[ 0.21787523 -0.20053037 -0.07198515 -0.10878112 -0.5775673  -0.41416463
  0.84550554 -1.0432179  -0.15314695 -0.06914464],[-0.15078577 -0.16996059  0.01097477  0.16945685  0.14939278 -0.05389547
 -0.14598912 -0.28371954 -0.48820272  0.38262   ],[-0.2172785  -0.34230226 -0.36322972 -0.55115926 -0.2807991   0.12380588
 -0.8500985   0.02724923  0.7356326   0.86319435]"
200,Pine,layer1,"[ 1.2422805   0.42899013  0.26815575  0.699491    0.08420739 -0.88233674
 -0.21729276 -1.170749   -0.7543075  -1.628402  ],[-0.35185513  1.5087318  -0.43369058  0.21630692  0.8620295   0.7912393
  1.1967243  -0.1102145   1.3296959   0.25071695],[ 0.39715979 -0.24567607  0.46152002  0.03934636 -0.10812055 -0.01861331
 -0.0279308  -0.21702617 -0.2211615   0.04197093],[-0.2941507  -0.40726358 -0.36297527 -0.50909686 -0.17309204  0.09234706
 -0.67436594 -0.1341891   0.6695242   0.8744341 ]","[ 1.2422808   0.42899022  0.26815572  0.6994911   0.08420739 -0.88233685
 -0.21729273 -1.1707491  -0.7543077  -1.6284018 ],[-0.54551977  2.079513   -0.54882735  0.32702142  1.3449945   1.1949748
  1.3120552   0.20401901  1.8202091   0.35439643],[ 0.11876208 -0.6759243   0.81244594  0.03980891  0.08556569  0.3993479
 -0.28792208 -0.23905665  0.05690828 -0.4396797 ],[-0.52222925 -0.585285   -0.34071407 -0.3661498   0.16595678 -0.01039376
 -0.13208942 -0.6044355   0.45256424  0.89157563]"
200,Pine,layer2,"[ 1.2422805   0.42899013  0.26815575  0.699491    0.08420739 -0.88233674
 -0.21729276 -1.170749   -0.7543075  -1.628402  ],[-0.35185513  1.5087318  -0.43369058  0.21630692  0.8620295   0.7912393
  1.1967243  -0.1102145   1.3296959   0.25071695],[ 0.39715979 -0.24567607  0.46152002  0.03934636 -0.10812055 -0.01861331
 -0.0279308  -0.21702617 -0.2211615   0.04197093],[-0.2941507  -0.40726358 -0.36297527 -0.50909686 -0.17309204  0.09234706
 -0.67436594 -0.1341891   0.6695242   0.8744341 ]","[ 1.2422808   0.4289902   0.26815572  0.6994911   0.08420739 -0.88233685
 -0.21729273 -1.1707491  -0.7543077  -1.6284018 ],[-0.54551977  2.079513   -0.54882735  0.32702142  1.3449945   1.1949748
  1.3120552   0.20401901  1.8202091   0.3543964 ],[ 1.1046872   0.02277184  1.1747441  -0.07072216 -0.78210527 -0.02321492
 -0.07123709  0.14055802 -0.5148416   0.3260544 ],[-0.21812455 -0.34792304 -0.37039566 -0.5567459  -0.28610837  0.12659398
 -0.85512453  0.02255969  0.74184424  0.86872005]"
200,Pine,layer3,"[ 1.2422805   0.42899013  0.26815575  0.699491    0.08420739 -0.88233674
 -0.21729276 -1.170749   -0.7543075  -1.628402  ],[-0.35185513  1.5087318  -0.43369058  0.21630692  0.8620295   0.7912393
  1.1967243  -0.1102145   1.3296959   0.25071695],[ 0.39715979 -0.24567607  0.46152002  0.03934636 -0.10812055 -0.01861331
 -0.0279308  -0.21702617 -0.2211615   0.04197093],[-0.2941507  -0.40726358 -0.36297527 -0.50909686 -0.17309204  0.09234706
 -0.67436594 -0.1341891   0.6695242   0.8744341 ]","[ 1.2422808   0.42899016  0.26815572  0.6994911   0.08420739 -0.88233674
 -0.21729276 -1.1707491  -0.7543077  -1.6284018 ],[-0.54551977  2.0795133  -0.54882735  0.3270214   1.3449945   1.1949748
  1.3120552   0.20401904  1.8202093   0.35439637],[ 0.51467    -0.16366215 -0.15154554  0.01748624  0.11161721 -0.38764054
  0.38253212 -0.48694706  0.06499709 -0.09978791],[-0.21812454 -0.34792304 -0.37039566 -0.55674595 -0.28610837  0.12659396
 -0.85512453  0.02255969  0.74184424  0.86872005]"
200,Pine,layer4,"[ 1.2422805   0.42899013  0.26815575  0.699491    0.08420739 -0.88233674
 -0.21729276 -1.170749   -0.7543075  -1.628402  ],[-0.35185513  1.5087318  -0.43369058  0.21630692  0.8620295   0.7912393
  1.1967243  -0.1102145   1.3296959   0.25071695],[ 0.39715979 -0.24567607  0.46152002  0.03934636 -0.10812055 -0.01861331
 -0.0279308  -0.21702617 -0.2211615   0.04197093],[-0.2941507  -0.40726358 -0.36297527 -0.50909686 -0.17309204  0.09234706
 -0.67436594 -0.1341891   0.6695242   0.8744341 ]","[ 1.2422798   0.42898995  0.26815587  0.69949085  0.0842074  -0.8823365
 -0.21729277 -1.170749   -0.7543071  -1.6284025 ],[ 0.22913872 -0.20361243 -0.08828027 -0.11583649 -0.5868656  -0.419967
  0.8507314  -1.0529151  -0.14184383 -0.06032134],[-0.14948013 -0.16588968  0.01043556  0.17081244  0.15244018 -0.06294567
 -0.13509616 -0.28265896 -0.49170977  0.38129696],[-0.21812445 -0.34792322 -0.37039566 -0.5567458  -0.28610823  0.12659404
 -0.8551251   0.02255968  0.74184424  0.8687207 ]"
200,Oak,layer1,"[-1.4923836   0.4789428  -0.24745055 -1.0650917   1.5407722  -1.6269641
  1.6155823   0.1790373   0.54378647  1.086036  ],[-0.35185513  1.5087318  -0.43369058  0.21630692  0.8620295   0.7912393
  1.1967243  -0.1102145   1.3296959   0.25071695],[ 0.39715979 -0.24567607  0.46152002  0.03934636 -0.10812055 -0.01861331
 -0.0279308  -0.21702617 -0.2211615   0.04197093],[-0.2941507  -0.40726358 -0.36297527 -0.50909686 -0.17309204  0.09234706
 -0.67436594 -0.1341891   0.6695242   0.8744341 ]","[-1.4923835   0.47894275 -0.24745052 -1.065092    1.5407724  -1.6269644
  1.6155821   0.17903733  0.54378647  1.086036  ],[-0.54551977  2.079513   -0.54882735  0.32702142  1.3449945   1.1949748
  1.3120552   0.20401901  1.8202091   0.35439643],[ 0.11876208 -0.6759243   0.81244594  0.03980891  0.08556569  0.3993479
 -0.28792208 -0.23905665  0.05690828 -0.4396797 ],[-0.52222925 -0.585285   -0.34071407 -0.3661498   0.16595678 -0.01039376
 -0.13208942 -0.6044355   0.45256424  0.89157563]"
200,Oak,layer2,"[-1.4923836   0.4789428  -0.24745055 -1.0650917   1.5407722  -1.6269641
  1.6155823   0.1790373   0.54378647  1.086036  ],[-0.35185513  1.5087318  -0.43369058  0.21630692  0.8620295   0.7912393
  1.1967243  -0.1102145   1.3296959   0.25071695],[ 0.39715979 -0.24567607  0.46152002  0.03934636 -0.10812055 -0.01861331
 -0.0279308  -0.21702617 -0.2211615   0.04197093],[-0.2941507  -0.40726358 -0.36297527 -0.50909686 -0.17309204  0.09234706
 -0.67436594 -0.1341891   0.6695242   0.8744341 ]","[-1.4923835   0.47894275 -0.24745052 -1.065092    1.5407724  -1.6269644
  1.6155821   0.17903733  0.54378647  1.086036  ],[-0.54551977  2.079513   -0.54882735  0.32702142  1.3449945   1.1949748
  1.3120552   0.20401901  1.8202091   0.3543964 ],[ 1.1046872   0.02277184  1.1747441  -0.07072216 -0.78210527 -0.02321492
 -0.07123709  0.14055802 -0.5148416   0.3260544 ],[-0.21812455 -0.34792304 -0.37039566 -0.5567459  -0.28610837  0.12659398
 -0.85512453  0.02255969  0.74184424  0.86872005]"
200,Oak,layer3,"[-1.4923836   0.4789428  -0.24745055 -1.0650917   1.5407722  -1.6269641
  1.6155823   0.1790373   0.54378647  1.086036  ],[-0.35185513  1.5087318  -0.43369058  0.21630692  0.8620295   0.7912393
  1.1967243  -0.1102145   1.3296959   0.25071695],[ 0.39715979 -0.24567607  0.46152002  0.03934636 -0.10812055 -0.01861331
 -0.0279308  -0.21702617 -0.2211615   0.04197093],[-0.2941507  -0.40726358 -0.36297527 -0.50909686 -0.17309204  0.09234706
 -0.67436594 -0.1341891   0.6695242   0.8744341 ]","[-1.4923835   0.4789428  -0.2474505  -1.065092    1.5407724  -1.6269644
  1.6155822   0.17903733  0.54378647  1.0860358 ],[-0.54551977  2.0795133  -0.54882735  0.3270214   1.3449945   1.1949748
  1.3120552   0.20401904  1.8202093   0.35439637],[ 0.51467    -0.16366215 -0.15154554  0.01748624  0.11161721 -0.38764054
  0.38253212 -0.48694706  0.06499709 -0.09978791],[-0.21812454 -0.34792304 -0.37039566 -0.55674595 -0.28610837  0.12659396
 -0.85512453  0.02255969  0.74184424  0.86872005]"
200,Oak,layer4,"[-1.4923836   0.4789428  -0.24745055 -1.0650917   1.5407722  -1.6269641
  1.6155823   0.1790373   0.54378647  1.086036  ],[-0.35185513  1.5087318  -0.43369058  0.21630692  0.8620295   0.7912393
  1.1967243  -0.1102145   1.3296959   0.25071695],[ 0.39715979 -0.24567607  0.46152002  0.03934636 -0.10812055 -0.01861331
 -0.0279308  -0.21702617 -0.2211615   0.04197093],[-0.2941507  -0.40726358 -0.36297527 -0.50909686 -0.17309204  0.09234706
 -0.67436594 -0.1341891   0.6695242   0.8744341 ]","[-1.492384    0.47894284 -0.24745063 -1.0650913   1.5407717  -1.626963
  1.6155831   0.17903718  0.5437865   1.0860364 ],[ 0.22913872 -0.20361243 -0.08828027 -0.11583649 -0.5868656  -0.419967
  0.8507314  -1.0529151  -0.14184383 -0.06032134],[-0.14948013 -0.16588968  0.01043556  0.17081244  0.15244018 -0.06294567
 -0.13509616 -0.28265896 -0.49170977  0.38129696],[-0.21812445 -0.34792322 -0.37039566 -0.5567458  -0.28610823  0.12659404
 -0.8551251   0.02255968  0.74184424  0.8687207 ]"
200,Rose,layer1,"[ 1.4402571  -0.6884216   1.0342188  -0.00331767 -0.21605568 -1.1496055
  1.31061    -1.0545427   0.29126266 -0.02274165],[-0.35185513  1.5087318  -0.43369058  0.21630692  0.8620295   0.7912393
  1.1967243  -0.1102145   1.3296959   0.25071695],[ 0.39715979 -0.24567607  0.46152002  0.03934636 -0.10812055 -0.01861331
 -0.0279308  -0.21702617 -0.2211615   0.04197093],[-0.2941507  -0.40726358 -0.36297527 -0.50909686 -0.17309204  0.09234706
 -0.67436594 -0.1341891   0.6695242   0.8744341 ]","[ 1.4402572  -0.68842155  1.0342189  -0.00331767 -0.21605563 -1.1496055
  1.3106099  -1.0545428   0.29126263 -0.02274165],[-0.54551977  2.079513   -0.54882735  0.32702142  1.3449945   1.1949748
  1.3120552   0.20401901  1.8202091   0.35439643],[ 0.11876208 -0.6759243   0.81244594  0.03980891  0.08556569  0.3993479
 -0.28792208 -0.23905665  0.05690828 -0.4396797 ],[-0.52222925 -0.585285   -0.34071407 -0.3661498   0.16595678 -0.01039376
 -0.13208942 -0.6044355   0.45256424  0.89157563]"
200,Rose,layer2,"[ 1.4402571  -0.6884216   1.0342188  -0.00331767 -0.21605568 -1.1496055
  1.31061    -1.0545427   0.29126266 -0.02274165],[-0.35185513  1.5087318  -0.43369058  0.21630692  0.8620295   0.7912393
  1.1967243  -0.1102145   1.3296959   0.25071695],[ 0.39715979 -0.24567607  0.46152002  0.03934636 -0.10812055 -0.01861331
 -0.0279308  -0.21702617 -0.2211615   0.04197093],[-0.2941507  -0.40726358 -0.36297527 -0.50909686 -0.17309204  0.09234706
 -0.67436594 -0.1341891   0.6695242   0.8744341 ]","[ 1.4402572  -0.68842155  1.0342189  -0.00331767 -0.21605563 -1.1496055
  1.3106099  -1.0545428   0.29126263 -0.02274165],[-0.54551977  2.079513   -0.54882735  0.32702142  1.3449945   1.1949748
  1.3120552   0.20401901  1.8202091   0.3543964 ],[ 1.1046872   0.02277184  1.1747441  -0.07072216 -0.78210527 -0.02321492
 -0.07123709  0.14055802 -0.5148416   0.3260544 ],[-0.21812455 -0.34792304 -0.37039566 -0.5567459  -0.28610837  0.12659398
 -0.85512453  0.02255969  0.74184424  0.86872005]"
200,Rose,layer3,"[ 1.4402571  -0.6884216   1.0342188  -0.00331767 -0.21605568 -1.1496055
  1.31061    -1.0545427   0.29126266 -0.02274165],[-0.35185513  1.5087318  -0.43369058  0.21630692  0.8620295   0.7912393
  1.1967243  -0.1102145   1.3296959   0.25071695],[ 0.39715979 -0.24567607  0.46152002  0.03934636 -0.10812055 -0.01861331
 -0.0279308  -0.21702617 -0.2211615   0.04197093],[-0.2941507  -0.40726358 -0.36297527 -0.50909686 -0.17309204  0.09234706
 -0.67436594 -0.1341891   0.6695242   0.8744341 ]","[ 1.4402572  -0.6884216   1.0342189  -0.00331767 -0.21605563 -1.1496056
  1.3106099  -1.0545427   0.29126263 -0.02274165],[-0.54551977  2.0795133  -0.54882735  0.3270214   1.3449945   1.1949748
  1.3120552   0.20401904  1.8202093   0.35439637],[ 0.51467    -0.16366215 -0.15154554  0.01748624  0.11161721 -0.38764054
  0.38253212 -0.48694706  0.06499709 -0.09978791],[-0.21812454 -0.34792304 -0.37039566 -0.55674595 -0.28610837  0.12659396
 -0.85512453  0.02255969  0.74184424  0.86872005]"
200,Rose,layer4,"[ 1.4402571  -0.6884216   1.0342188  -0.00331767 -0.21605568 -1.1496055
  1.31061    -1.0545427   0.29126266 -0.02274165],[-0.35185513  1.5087318  -0.43369058  0.21630692  0.8620295   0.7912393
  1.1967243  -0.1102145   1.3296959   0.25071695],[ 0.39715979 -0.24567607  0.46152002  0.03934636 -0.10812055 -0.01861331
 -0.0279308  -0.21702617 -0.2211615   0.04197093],[-0.2941507  -0.40726358 -0.36297527 -0.50909686 -0.17309204  0.09234706
 -0.67436594 -0.1341891   0.6695242   0.8744341 ]","[ 1.4402567  -0.68842185  1.0342185  -0.00331767 -0.2160558  -1.149605
  1.31061    -1.0545427   0.29126275 -0.02274167],[ 0.22913872 -0.20361243 -0.08828027 -0.11583649 -0.5868656  -0.419967
  0.8507314  -1.0529151  -0.14184383 -0.06032134],[-0.14948013 -0.16588968  0.01043556  0.17081244  0.15244018 -0.06294567
 -0.13509616 -0.28265896 -0.49170977  0.38129696],[-0.21812445 -0.34792322 -0.37039566 -0.5567458  -0.28610823  0.12659404
 -0.8551251   0.02255968  0.74184424  0.8687207 ]"
200,Daisy,layer1,"[-0.02834133  1.4416289  -0.8975359  -0.3746518  -0.63865894  2.4941452
 -0.7482339   0.50033635  0.1655876   0.59543765],[-0.35185513  1.5087318  -0.43369058  0.21630692  0.8620295   0.7912393
  1.1967243  -0.1102145   1.3296959   0.25071695],[ 0.39715979 -0.24567607  0.46152002  0.03934636 -0.10812055 -0.01861331
 -0.0279308  -0.21702617 -0.2211615   0.04197093],[-0.2941507  -0.40726358 -0.36297527 -0.50909686 -0.17309204  0.09234706
 -0.67436594 -0.1341891   0.6695242   0.8744341 ]","[-0.02834133  1.441629   -0.8975358  -0.37465182 -0.63865894  2.4941452
 -0.748234    0.5003364   0.16558762  0.5954377 ],[-0.54551977  2.079513   -0.54882735  0.32702142  1.3449945   1.1949748
  1.3120552   0.20401901  1.8202091   0.35439643],[ 0.11876208 -0.6759243   0.81244594  0.03980891  0.08556569  0.3993479
 -0.28792208 -0.23905665  0.05690828 -0.4396797 ],[-0.52222925 -0.585285   -0.34071407 -0.3661498   0.16595678 -0.01039376
 -0.13208942 -0.6044355   0.45256424  0.89157563]"
